Título,Resumo,Ano,Link,Fonte,Categoria_Ancora,Ancoras_Mencionadas,Categoria_Tecnica,Termos_Tecnicos,Score_Elite
Preferences and Attitudes towards Debt Collection: A Cross-Generational Investigation,"Preliminary research indicated that an increasing number of young adults end up in debt collection. Yet, debt collection agencies (DCAs) are still lacking knowledge on how to approach these consumers. A large-scale mixed-methods survey of consumers in Germany (N = 996) was conducted to investigate preference shifts from traditional to digital payment, and communication channels; and attitude shifts towards financial institutions. Our results show that, indeed, younger consumers are more likely to prefer digital payment methods (e.g., Paypal, Apple Pay), while older consumers are more likely to prefer traditional payment methods such as manual transfer. In the case of communication channels, we found that older consumers were more likely to prefer letters than younger consumers. Additional factors that had an influence on payment and communication preferences include gender, income and living in an urban area. Finally, we observed attitude shifts of younger consumers by exhibiting more openness when talking about their debt than older consumers. In summary, our findings show that consumers' preferences are influenced by individual differences, specifically age, and we discuss how DCAs can leverage these insights to optimize their processes.",2023,http://arxiv.org/abs/2303.05380v1,ArXiv,Carteiras_Digitais,"Apple Pay, Paypal",Coringa_Comparativo,survey,0.0
OptScaler: A Collaborative Framework for Robust Autoscaling in the Cloud,"Autoscaling is a critical mechanism in cloud computing, enabling the autonomous adjustment of computing resources in response to dynamic workloads. This is particularly valuable for co-located, long-running applications with diverse workload patterns. The primary objective of autoscaling is to regulate resource utilization at a desired level, effectively balancing the need for resource optimization with the fulfillment of Service Level Objectives (SLOs). Many existing proactive autoscaling frameworks may encounter prediction deviations arising from the frequent fluctuations of cloud workloads. Reactive frameworks, on the other hand, rely on realtime system feedback, but their hysteretic nature could lead to violations of stringent SLOs. Hybrid frameworks, while prevalent, often feature independently functioning proactive and reactive modules, potentially leading to incompatibility and undermining the overall decision-making efficacy. In addressing these challenges, we propose OptScaler, a collaborative autoscaling framework that integrates proactive and reactive modules through an optimization module. The proactive module delivers reliable future workload predictions to the optimization module, while the reactive module offers a self-tuning estimator for real-time updates. By embedding a Model Predictive Control (MPC) mechanism and chance constraints into the optimization module, we further enhance its robustness. Numerical results have demonstrated the superiority of our workload prediction model and the collaborative framework, leading to over a 36% reduction in SLO violations compared to prevalent reactive, proactive, or hybrid autoscalers. Notably, OptScaler has been successfully deployed at Alipay, providing autoscaling support for the world-leading payment platform.",2023,http://arxiv.org/abs/2311.12864v2,ArXiv,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
On Finding Bi-objective Pareto-optimal Fraud Prevention Rule Sets for Fintech Applications,"Rules are widely used in Fintech institutions to make fraud prevention decisions, since rules are highly interpretable thanks to their intuitive if-then structure. In practice, a two-stage framework of fraud prevention decision rule set mining is usually employed in large Fintech institutions; Stage 1 generates a potentially large pool of rules and Stage 2 aims to produce a refined rule subset according to some criteria (typically based on precision and recall). This paper focuses on improving the flexibility and efficacy of this two-stage framework, and is concerned with finding high-quality rule subsets in a bi-objective space (such as precision and recall). To this end, we first introduce a novel algorithm called SpectralRules that directly generates a compact pool of rules in Stage 1 with high diversity. We empirically find such diversity improves the quality of the final rule subset. In addition, we introduce an intermediate stage between Stage 1 and 2 that adopts the concept of Pareto optimality and aims to find a set of non-dominated rule subsets, which constitutes a Pareto front. This intermediate stage greatly simplifies the selection criteria and increases the flexibility of Stage 2. For this intermediate stage, we propose a heuristic-based framework called PORS and we identify that the core of PORS is the problem of solution selection on the front (SSF). We provide a systematic categorization of the SSF problem and a thorough empirical evaluation of various SSF methods on both public and proprietary datasets. On two real application scenarios within Alipay, we demonstrate the advantages of our proposed methodology over existing work.",2023,http://arxiv.org/abs/2311.00964v3,ArXiv,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Intelligent Virtual Assistants with LLM-based Process Automation,"While intelligent virtual assistants like Siri, Alexa, and Google Assistant have become ubiquitous in modern life, they still face limitations in their ability to follow multi-step instructions and accomplish complex goals articulated in natural language. However, recent breakthroughs in large language models (LLMs) show promise for overcoming existing barriers by enhancing natural language processing and reasoning capabilities. Though promising, applying LLMs to create more advanced virtual assistants still faces challenges like ensuring robust performance and handling variability in real-world user commands. This paper proposes a novel LLM-based virtual assistant that can automatically perform multi-step operations within mobile apps based on high-level user requests. The system represents an advance in assistants by providing an end-to-end solution for parsing instructions, reasoning about goals, and executing actions. LLM-based Process Automation (LLMPA) has modules for decomposing instructions, generating descriptions, detecting interface elements, predicting next actions, and error checking. Experiments demonstrate the system completing complex mobile operation tasks in Alipay based on natural language instructions. This showcases how large language models can enable automated assistants to accomplish real-world tasks. The main contributions are the novel LLMPA architecture optimized for app process automation, the methodology for applying LLMs to mobile apps, and demonstrations of multi-step task completion in a real-world environment. Notably, this work represents the first real-world deployment and extensive evaluation of a large language model-based virtual assistant in a widely used mobile application with an enormous user base numbering in the hundreds of millions.",2023,http://arxiv.org/abs/2312.06677v1,ArXiv,Carteiras_Digitais,Alipay,Coringa_Comparativo,architecture,0.0
An Unified Search and Recommendation Foundation Model for Cold-Start Scenario,"In modern commercial search engines and recommendation systems, data from multiple domains is available to jointly train the multi-domain model. Traditional methods train multi-domain models in the multi-task setting, with shared parameters to learn the similarity of multiple tasks, and task-specific parameters to learn the divergence of features, labels, and sample distributions of individual tasks. With the development of large language models, LLM can extract global domain-invariant text features that serve both search and recommendation tasks. We propose a novel framework called S\&R Multi-Domain Foundation, which uses LLM to extract domain invariant features, and Aspect Gating Fusion to merge the ID feature, domain invariant text features and task-specific heterogeneous sparse features to obtain the representations of query and item. Additionally, samples from multiple search and recommendation scenarios are trained jointly with Domain Adaptive Multi-Task module to obtain the multi-domain foundation model. We apply the S\&R Multi-Domain foundation model to cold start scenarios in the pretrain-finetune manner, which achieves better performance than other SOTA transfer learning methods. The S\&R Multi-Domain Foundation model has been successfully deployed in Alipay Mobile Application's online services, such as content query recommendation and service card recommendation, etc.",2023,http://arxiv.org/abs/2309.08939v1,ArXiv,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Less Can Be More: Unsupervised Graph Pruning for Large-scale Dynamic Graphs,"The prevalence of large-scale graphs poses great challenges in time and storage for training and deploying graph neural networks (GNNs). Several recent works have explored solutions for pruning the large original graph into a small and highly-informative one, such that training and inference on the pruned and large graphs have comparable performance. Although empirically effective, current researches focus on static or non-temporal graphs, which are not directly applicable to dynamic scenarios. In addition, they require labels as ground truth to learn the informative structure, limiting their applicability to new problem domains where labels are hard to obtain. To solve the dilemma, we propose and study the problem of unsupervised graph pruning on dynamic graphs. We approach the problem by our proposed STEP, a self-supervised temporal pruning framework that learns to remove potentially redundant edges from input dynamic graphs. From a technical and industrial viewpoint, our method overcomes the trade-offs between the performance and the time & memory overheads. Our results on three real-world datasets demonstrate the advantages on improving the efficacy, robustness, and efficiency of GNNs on dynamic node classification tasks. Most notably, STEP is able to prune more than 50% of edges on a million-scale industrial graph Alipay (7M nodes, 21M edges) while approximating up to 98% of the original performance. Code is available at https://github.com/EdisonLeeeee/STEP.",2023,http://arxiv.org/abs/2305.10673v1,ArXiv,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Twin Graph-based Anomaly Detection via Attentive Multi-Modal Learning for Microservice System,"Microservice architecture has sprung up over recent years for managing enterprise applications, due to its ability to independently deploy and scale services. Despite its benefits, ensuring the reliability and safety of a microservice system remains highly challenging. Existing anomaly detection algorithms based on a single data modality (i.e., metrics, logs, or traces) fail to fully account for the complex correlations and interactions between different modalities, leading to false negatives and false alarms, whereas incorporating more data modalities can offer opportunities for further performance gain. As a fresh attempt, we propose in this paper a semi-supervised graph-based anomaly detection method, MSTGAD, which seamlessly integrates all available data modalities via attentive multi-modal learning. First, we extract and normalize features from the three modalities, and further integrate them using a graph, namely MST (microservice system twin) graph, where each node represents a service instance and the edge indicates the scheduling relationship between different service instances. The MST graph provides a virtual representation of the status and scheduling relationships among service instances of a real-world microservice system. Second, we construct a transformer-based neural network with both spatial and temporal attention mechanisms to model the inter-correlations between different modalities and temporal dependencies between the data points. This enables us to detect anomalies automatically and accurately in real-time. The source code of MSTGAD is publicly available at https://github.com/alipay/microservice_system_twin_graph_based_anomaly_detection.",2023,http://arxiv.org/abs/2310.04701v1,ArXiv,Carteiras_Digitais,Alipay,Coringa_Comparativo,architecture,0.0
A new framework for global data regulation,"Under the current regulatory framework for data protections, the protection of human rights writ large and the corresponding outcomes are regulated largely independently from the data and tools that both threaten those rights and are needed to protect them. This separation between tools and the outcomes they generate risks overregulation of the data and tools themselves when not linked to sensitive use cases. In parallel, separation risks under-regulation if the data can be collected and processed under a less-restrictive framework, but used to drive an outcome that requires additional sensitivity and restrictions. A new approach is needed to support differential protections based on the genuinely high-risk use cases within each sector. Here, we propose a regulatory framework designed to apply not to specific data or tools themselves, but to the outcomes and rights that are linked to the use of these data and tools in context. This framework is designed to recognize, address, and protect a broad range of human rights, including privacy, and suggests a more flexible approach to policy making that is aligned with current engineering tools and practices. We test this framework in the context of open banking and describe how current privacy-enhancing technologies and other engineering strategies can be applied in this context and that of contract tracing applications. This approach for data protection regulations more effectively builds on existing engineering tools and protects the wide range of human rights defined by legislation and constitutions around the globe.",2023,http://arxiv.org/abs/2308.12955v1,ArXiv,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Digital financial services and open banking innovation: are banks becoming invisible?,"Digitalization in many economic sectors drove the financial system to adapt to new paradigms of technological transformation. Moreover, the extant regulatory framework forced the financial system to reconsider its business models and its relationship with the market. Such reasons generated also in the banking sector a new model of competition within the ecosystem never seen before in this sector. The new ecosystem of banks and financial institutions lacks a common framework that not only synthesizes the development lines of open innovation in the banking sector, but also regarding the planification of strategic choices and organisation within the new ecosystems. The present study aims to inquire the strategic positioning of European banks toward their digital transformation strategies, by analysing the decision-making processes that occurred between 2015 and 2019. A qualitative analysis on partnerships and the adoption of Application Programming Interfaces (APIs) development in support of new service models was carried out. Results have relevant policy implications for regulators, linked to the business evolution and the risks of outsourcing, and managerial implications for the followers, specifically on the plan of service integration to diversify and boost their activities in the segment of customer relationship management and care, providing a better user experience.",2022,http://arxiv.org/abs/2210.01109v2,ArXiv,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Automatically Identifying Parameter Constraints in Complex Web APIs: A Case Study at Adyen,"Web APIs may have constraints on parameters, such that not all parameters are either always required or always optional. Moreover, the presence or value of one parameter could cause another parameter to be required, or parameters could have restrictions on what kinds of values are valid. Having a clear overview of the constraints helps API consumers to integrate without the need for additional support and with fewer integration faults. We made use of existing documentation and code analysis approaches for identifying parameter constraints in complex web APIs. In this paper, we report our case study of several APIs at Adyen, a large-scale payment company that offers complex Web APIs to its customers. Our results show that the documentation- and code-based approach can identify 23% and 53% of the constraints respectively and, when combined, 68% of them. We also reflect on the current challenges that these approaches face. In particular, the absence of information that explicitly describes the constraints in the documentation (in the documentation analysis), and the engineering of a sound static code analyser that is sensitive to data-flow, maintains longer parameter references throughout the API's code, and that is able to symbolically execute the several libraries and frameworks used by the API (in the static analysis).",2021,http://arxiv.org/abs/2102.00871v1,ArXiv,Adquirentes_e_Processadoras_Globais,Adyen,Coringa_Comparativo,framework,0.0
Categorizing Items with Short and Noisy Descriptions using Ensembled Transferred Embeddings,"Item categorization is a machine learning task which aims at classifying e-commerce items, typically represented by textual attributes, to their most suitable category from a predefined set of categories. An accurate item categorization system is essential for improving both the user experience and the operational processes of the company. In this work, we focus on item categorization settings in which the textual attributes representing items are noisy and short, and labels (i.e., accurate classification of items into categories) are not available. In order to cope with such settings, we propose a novel learning framework, Ensembled Transferred Embeddings (ETE), which relies on two key ideas: 1) labeling a relatively small sample of the target dataset, in a semi-automatic process, and 2) leveraging other datasets from related domains or related tasks that are large-scale and labeled, to extract ""transferable embeddings"". Evaluation of ETE on a large-scale real-world dataset provided to us by PayPal, shows that it significantly outperforms traditional as well as state-of-the-art item categorization methods.",2021,http://arxiv.org/abs/2110.11431v1,ArXiv,Carteiras_Digitais,Paypal,Coringa_Comparativo,framework,0.0
Federated Learning for Open Banking,"Open banking enables individual customers to own their banking data, which provides fundamental support for the boosting of a new ecosystem of data marketplaces and financial services. In the near future, it is foreseeable to have decentralized data ownership in the finance sector using federated learning. This is a just-in-time technology that can learn intelligent models in a decentralized training manner. The most attractive aspect of federated learning is its ability to decompose model training into a centralized server and distributed nodes without collecting private data. This kind of decomposed learning framework has great potential to protect users' privacy and sensitive data. Therefore, federated learning combines naturally with an open banking data marketplaces. This chapter will discuss the possible challenges for applying federated learning in the context of open banking, and the corresponding solutions have been explored as well.",2021,http://arxiv.org/abs/2108.10749v1,ArXiv,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Adapted tree boosting for Transfer Learning,"Secure online transaction is an essential task for e-commerce platforms. Alipay, one of the world's leading cashless payment platform, provides the payment service to both merchants and individual customers. The fraud detection models are built to protect the customers, but stronger demands are raised by the new scenes, which are lacking in training data and labels. The proposed model makes a difference by utilizing the data under similar old scenes and the data under a new scene is treated as the target domain to be promoted. Inspired by this real case in Alipay, we view the problem as a transfer learning problem and design a set of revise strategies to transfer the source domain models to the target domain under the framework of gradient boosting tree models. This work provides an option for the cold-starting and data-sharing problems.",2020,http://arxiv.org/abs/2002.11982v2,ArXiv,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Security of Electronic Payment Systems: A Comprehensive Survey,"This comprehensive survey deliberated over the security of electronic payment systems. In our research, we focused on either dominant systems or new attempts and innovations to improve the level of security of the electronic payment systems. This survey consists of the Card-present (CP) transactions and a review of its dominant system i.e. EMV including several researches at Cambridge university to designate variant types of attacks against this standard which demonstrates lack of a secure ""offline"" authentication method that is one of the main purpose of using the smart cards instead of magnetic stripe cards which are not able to participate in authentication process, the evaluation of the EMV migration from RSA cryptosystem to ECC based cryptosystem 3. The evaluation of the Card-not-present transactions approaches including 3D Secure, 3D SET, SET/EMV and EMV/CAP, the impact of concept of Tokenization and the role of Blind Signatures schemes in electronic cash and E-payment systems, use of quantum key distribution (QKD) in electronic payment systems to achieve unconditional security rather than only computational assurance of the security level by using traditional cryptography, the evaluation of Near Field Communication (NFC) and the contactless payment systems such as Google wallet, Android Pay and Apple Pay, the assessment of the electronic currency and peer to peer payment systems such as Bitcoin. The criterion of our survey for the measurement and the judgment about the quality of the security in electronic payment systems was this quote: ""The security of a system is only as strong as its weakest link""",2017,http://arxiv.org/abs/1701.04556v1,ArXiv,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,survey,0.0
A Comparative Study on Customer Adoption and Satisfaction towards the PhonePe and Google Pay among Higher Education Students in Sagar City,,2026,https://doi.org/10.21275/sr26122213816,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
Increasing Bank Revenues through Open Banking and API-Based Services: Prospects for Uzbekistan,,2026,https://doi.org/10.54216/jsdgt.060101,Crossref,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
Psycho-Social Analysis of UPI Payment Among the Youth in the Indian Context,,2025,https://doi.org/10.4324/9781003348498-18,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Coringa_Comparativo,,0.0
TARGET2 system,,2025,https://doi.org/10.4337/9781035330157.t.1,Crossref,Liquidacao_Interbancaria,Target2,Governanca_e_Ciclo_de_Vida,,0.0
Methodological Guide to Transaction Disputes in Visa and Mastercard Systems: Issuing Bank Practice (2023–2025),"<jats:p>This methodological guide examines the integrated architecture of transaction disputes in the Visa and Mastercard American ecosystems from the perspective of an issuing bank, against the backdrop of the rapid transformation of the global payments landscape. The study’s relevance is driven by the increasing volume of disputes, tightening regulatory requirements, the dynamic evolution of fraud schemes, and the need for issuers to transition from reactive procedures to proactive, data-driven management of dispute resolution processes. As American-based payment systems that together account for about 63.7% of global purchase transactions and roughly 86.9% of U.S. card purchase volume, Visa and Mastercard also concentrate the bulk of the industry’s dispute activity, with forecasts of approximately 40% growth in losses from invalid chargebacks between 2025-2030. At the same time, the payment card market size is estimated at US$1,500 billion and is projected to reach US$3,000 billion by 2030. At the same time, issuers and payment systems face an acute global shortage of highly qualified Visa and Mastercard dispute specialists, particularly in the United States, because this niche field requires a rare combination of advanced legal expertise and strong interpersonal and psychological skills for dealing with clients in situations of perceived or actual financial loss. The purpose of the guide is to develop a holistic methodological framework that systematizes the chargeback lifecycle, standardizes incident qualification approaches, improves the accuracy of evidentiary analysis, and minimizes financial losses arising from misclassification, missed deadlines, or failure to apply liability-shift mechanisms. The novelty of the work lies in integrating fragmented regulatory requirements for Visa Claims Resolution and Mastercom Collaboration into a single analytical construct, as well as in the detailed treatment of algorithmic models for evaluating evidence, including CE 3.0.</jats:p>",2025,https://doi.org/10.70315/uloap.ulmdi.2025.0202005,Crossref,Redes_de_Cartoes,Mastercard,Desempenho_Operacional,,0.0
"Comparative Security Analysis of Apple Pay and Google Wallet: Strengths, Weaknesses, and Threats",,2025,https://doi.org/10.1109/radioelektronika65656.2025.11008413,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
The impact of Fear of Identity Theft and Brand Trust on the adoption of Apple Pay and Samsung Pay among gen Z customers in Vietnam,"<jats:p>This study aims to evaluate the effects of fear of identity theft and brand trust on the intention to use Apple Pay and Samsung Pay among Gen Z customers in Vietnam. Research data was collected through an online survey for Gen Z users. The analysis reveals several key findings: (i) both concerns about security and privacy and fear of identity theft positively influence brand trust; (ii) fear of identity theft has positive impact on concerns about security and privacy; (iii) social influence positively impacts brand trust; (iv) concerns about security and privacy negatively affect the intention to use Apple Pay and Samsung Pay, while brand trust positively influences this intention. Based on the research findings, the research team proposes several recommendations for developers and policymakers to enhance the adoption of near-field communication (NFC) payments among Vietnamese Gen Z users, such as intensifying communication efforts, refining relevant institutional frameworks, and enhancing security measures.</jats:p>",2025,https://doi.org/10.59276/jelb.2025.05.2909,Crossref,Carteiras_Digitais,"Apple Pay, Samsung Pay",Coringa_Comparativo,"framework, survey",0.0
"Sustainable FinTech for Sustainable Tourism, Inclusive Partnership, and Smart City in Low-Carbon Transition: Alipay+ Ecosystem in Singapore (Changi Pay, EZ-Link Wallet, ComfortDelgro, GrabPay, OCBC Digital), South Korea (Kakao Pay, NAVER Pay, Toss) and Japan (Paypay)",,2025,https://doi.org/10.1007/978-981-96-3580-1_17,Crossref,Carteiras_Digitais,Alipay,Coringa_Comparativo,,0.0
"Comparative Analysis of Consumer Payment Apps: Google Pay, PhonePe and Paytm",,2025,https://doi.org/10.1109/icdsaai65575.2025.11011819,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,comparative analysis,0.0
Exploring the role of mobile payment adoption in China: An empirical analysis of Alipay and WeChat Pay,,2025,https://doi.org/10.1016/j.actpsy.2025.105345,Crossref,Carteiras_Digitais,Alipay,Coringa_Comparativo,,0.0
Safegp: Seamless Ai-Driven Framework for Enhanced User-Centric Security Google Pay Transactions,,2025,https://doi.org/10.1109/emergin67762.2025.11450927,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,framework,0.0
Security analysis of the open banking account and transaction API protocol,,2025,https://doi.org/10.1016/j.csa.2025.100097,Crossref,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
EMPLOYING THE USE OF OPEN APIS FOR PAYMENTS AND OPEN BANKING,"<jats:p>The article examines the emergence and development of Open Banking based on Open APIs. It analyzes the reasons and need for cooperation between Fintech companies and banks, and also analyzes the global practice and the need of regulation of the use of Open APIs in different countries worldwide. Global practice of using Open APIs is considered according to generally accepted phases of development, namely: Open Banking; Open Finance; Open Data. Particular attention is paid to the first stage of development, Open Banking, since most countries in the world that use this technology are currently at this very stage of implementing Open APIs. Examples are given and future trends in the provision of financial services based on Open Banking are outlined, both in Russia and abroad.</jats:p>",2025,https://doi.org/10.56584/1560-8816-2025-1-255-266,Crossref,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
A COMPARATIVE PROFITABILITY ANALYSIS OF VISA AND MASTERCARD,"<jats:p>The banking sector is the fastest growing sector contributing to the financial development of the country with the
advancement in technology. In wake of the COVID-19 pandemic that gripped the world in 2020, the global economy
underwent a rapid digital transformation, and this shift further highlighted the crucial role played by payment
processing networks in facilitating financial transactions.These networks enable the seamless transfer of funds through
card associations and Electronic Fund Transfer (EBT) systems,making it easier for individuals and businesses to conduct
transactions in a safe, secure, and efficient manner.The basic requirement of the study is to find out the effectiveness of
financial services provided by Visa and MasterCard payment networks.</jats:p>",2024,https://doi.org/10.36106/paripex/2703486,Crossref,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,,0.0
"Desire at play: Tourism, credit cards and the American Express Money Card travel board game","<jats:p>This article analyses the American Express travel board game Money Card (1972) as it highlights the intertwinement between the rise of a distinctive form of tourism as a modern mass industry and the expansion of the capitalist market, the primacy of the dollar, and U.S. hegemony. In a period marked by a shift from paper money to credit cards and global credit markets, American Express was the most powerful and easily identifiable symbol of the new post-war international economic order dominated by U.S. economic and political power. Placing the American Express Money Card board game within the shift from the post-war economy of reconstruction to credit expansion and neoliberalism, brings to the forefront the ways in which the game presented tourism as a ritual in celebration of capitalism. As a form of armchair travel, the board game sold tourism as a re-enchantment of the world. The article explores how the board game framed the American Express Card as fetish object, portrayed Europe as up for sale, and created a desire for the services of American Express and consumerism more generally. It shows how players were trained to use credit cards, be good consumers, and participate in the economy of the tourist industry. By advancing a capitalist tourist dreamworld, Money Card shaped perceptions of travel to Europe and created a religious illusion, offering a re-enchantment of the world through tourism and credit cards.</jats:p>",2024,https://doi.org/10.1177/13591835241275876,Crossref,Redes_de_Cartoes,American Express,Coringa_Comparativo,,0.0
Examining the adoption of Apple Pay among generation Z in Vietnam,"<jats:p>This study examines the level of knowledge, use, and determinants determining the adoption of Apple Pay among Generation Z customers in Vietnam. An online survey with 339 participants aged 18-26 was done using quantitative methods. The participants were recruited using social media platforms. The study model included elements from technological acceptance theories, such as effort expectation, perceived risk, perceived value, and convenience. The measurements were ensured to be reliable and genuine. The hypotheses were tested by analyzing the data using partial least squares structural equation modeling. The study’s results suggest that the data collected through PLS-SEM analysis provide evidence in support of the hypotheses proposing that factors such as Mobile User Skillfulness, Personal Innovation, Perceived Usefulness, Effort Expectation, Convenience, and Perceived Value have a positive influence on individuals’ Intentions to Use Apple Pay in Vietnam. Furthermore, the study revealed that the variables of Perceived Risk and Social Image did not have a statistically significant influence. The findings suggest that the pragmatic orientation of Generation Z towards the functionality and ease of use of Apple Pay has a significant impact on their adoption of this payment system in Vietnam. The study offers banks in Vietnam significant insights regarding the promotion of mobile wallet adoption among the younger demographic. Adoption may be increased by presenting Apple Pay as a practical and convenient application. AcknowledgmentThe author would like to thank everyone who filled out the survey. Without the help of everyone involved and the Ho Chi Minh University of Banking (Vietnam), this study would not have been possible.&amp;amp;nbsp;</jats:p>",2024,https://doi.org/10.21511/bbs.19(1).2024.04,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,survey,0.0
A study of consumer satisfaction on Google Pay UPI payment APP,,2024,https://doi.org/10.22271/allresearch.2024.v10.i12c.12229,Crossref,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
Digital Payment Systems in Urban Media Landscapes: The Evolutionand Impact of Apple Pay on Urban Life and Consumer Behavior,,2024,https://doi.org/10.17265/2160-6579/2024.06.001,Crossref,Carteiras_Digitais,Apple Pay,Mensageria_Validacao_Ordenacao,,0.0
The Transaction War Between Google Pay and Phonepe,"<jats:p>The transaction war between Google Pay and PhonePe has been a focal point in the digital payment landscape, reflecting the intense competition and evolving dynamics within the market. Key insights reveal the distinctive strengths of Google Pay, such as its brand recognition and integration with the Google ecosystem, alongside PhonePe's advantages, including its affiliation with Flipkart and extensive merchant network. Both platforms contend with regulatory competitive pressures, technological advancements, innovation, and strategic partnerships. PhonePe's revenue of Rs 2,914 crore for the financial year 2023 indicates significant growth for the digital payments platform. Meanwhile, Google Pay's annual revenue of 305.63 billion U.S. dollars 2023 highlights the massive scale and global reach of Google's payment services. Beyond the transaction war itself, this case study sheds light on broader trends and implications for the digital payment industry, offering valuable insights for industry practitioners, policymakers, and researchers navigating the dynamic landscape of digital finance</jats:p>",2024,https://doi.org/10.4018/978-1-6684-7840-0.ch009,Crossref,Carteiras_Digitais,Google Pay,Desempenho_Operacional,,0.0
Open Banking API Security: Anomalous Access Behaviour,,2023,https://doi.org/10.1109/inista59065.2023.10310517,Crossref,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
A Case Study on South Korean Mobile Payment Applications: Samsung Pay vs Kakao Pay,"<jats:p>This study describes users’ perceptions regarding Samsung Pay (n=25) and Kakao Pay (n=25), the two popular mobile payment applications in South Korea. The survey included fifteen questions; eleven questions were about general uses and perceptions about mobile payments and the final four questions specifically branched between the payment systems. Overall, South Korean users have a very high usage of mobile payments on a regular basis. Subsequently, mobile payment applications in South Korea have been well developed in terms of both services and securities. This leads to a high satisfaction level of South Korean users regarding Samsung Pay and Kakao Pay.</jats:p>",2022,https://doi.org/10.33526/ejks.20222102.83,Crossref,Carteiras_Digitais,Samsung Pay,Coringa_Comparativo,survey,0.0
EU hardens antitrust line on Apple Pay,"<jats:sec sec-type=""headline"">
               <jats:title content-type=""abstract-subheading"">Headline</jats:title>
               <jats:p>EUROPE: EU hardens antitrust line on Apple Pay </jats:p>
            </jats:sec>",2022,https://doi.org/10.1108/oxan-es269971,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
openbankeR: R Client for Querying the UK 'Open Banking' ('Open Data') API,,2022,https://doi.org/10.32614/cran.package.openbanker,Crossref,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
Open Banking: How Platforms and the API Economy Change Competition in Financial Services,,2022,https://doi.org/10.7551/mitpress/13673.003.0007,Crossref,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
Detecting Open Banking API Security Threats Using Bayesian Attack Graphs,,2022,https://doi.org/10.1109/cicn56167.2022.10008365,Crossref,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
Google Pay integriert Promos von Händlern,,2021,https://doi.org/10.51202/0947-7527-2021-19-049-2,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
dm nimmt Apple Pay in seinen Mobile-Shop,,2021,https://doi.org/10.51202/0947-7527-2021-32-033-4,Crossref,Carteiras_Digitais,Apple Pay,Arquitetura_Core_e_Ledger,,0.0
Zelle customer service email address Cancel Zelle Payment,,0,https://doi.org/10.55277/researchhub.wamtw4bk,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
Zelle customer support phone number Accept Zelle Payment,,0,https://doi.org/10.55277/researchhub.y81a7rd1,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
Why can't I register with Zelle? Accept Zelle Payment,,0,https://doi.org/10.55277/researchhub.iusr4ara,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
Is Zelle via phone number? Fix Zelle Payment Delay,,0,https://doi.org/10.55277/researchhub.d5yof3sa,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
Can I dispute a Zelle payment? Send Money with Zelle,,0,https://doi.org/10.55277/researchhub.2rj6v2z9,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
can you dispute a zelle payment Call Zelle Customer Service,,0,https://doi.org/10.55277/researchhub.awr0fm0e,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
How to accept Zelle payment without bank account Contact Zelle Support,,0,https://doi.org/10.55277/researchhub.nz80hisp,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
