Título,Resumo,Ano,Link,Fonte,Citações,DOI,Categoria_Ancora,Ancoras_Mencionadas,Categoria_Tecnica,Termos_Tecnicos,Score_Elite
A COMPARATIVE PROFITABILITY ANALYSIS OF VISA AND MASTERCARD,"<jats:p>The banking sector is the fastest growing sector contributing to the financial development of the country with the
advancement in technology. In wake of the COVID-19 pandemic that gripped the world in 2020, the global economy
underwent a rapid digital transformation, and this shift further highlighted the crucial role played by payment
processing networks in facilitating financial transactions.These networks enable the seamless transfer of funds through
card associations and Electronic Fund Transfer (EBT) systems,making it easier for individuals and businesses to conduct
transactions in a safe, secure, and efficient manner.The basic requirement of the study is to find out the effectiveness of
financial services provided by Visa and MasterCard payment networks.</jats:p>",2024,https://doi.org/10.36106/paripex/2703486,Crossref,0,10.36106/paripex/2703486,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,,0.0
Financial Statement of Visa and Master Card - Analyze the Concept,"<jats:p>This paper tests the current economic energy of Authorization and Mastercard, two important players in the fees manufacturing. It assesses their appropriateness, growth, influence, and competitive position from 2019 to 2021. Current verdicts signify that Visa resumes to have a slight creep in agreements of size and worth, but is facing a growing causing trouble opponent in Mastercard as the contest landscape progresses. </jats:p>",0,https://doi.org/10.59670/ml.v20i9.9215,Crossref,0,10.59670/ml.v20i9.9215,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,,0.0
Financial Statement of Visa and Master Card - Analyze the Concept,"<jats:p>This paper tests the current economic energy of Authorization and Mastercard, two important players in the fees manufacturing. It assesses their appropriateness, growth, influence, and competitive position from 2019 to 2021. Current verdicts signify that Visa resumes to have a slight creep in agreements of size and worth, but is facing a growing causing trouble opponent in Mastercard as the contest landscape progresses. </jats:p>",0,https://doi.org/10.59670/ml.v21i5.8690,Crossref,0,10.59670/ml.v21i5.8690,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,,0.0
Principles of Successful Pre-Arbitration Disputes in International Payment Systems (Visa and Mastercard),"<jats:p>In the context of the globalization of e-commerce, effective management of customer disputes (chargebacks) has become a critically important factor for the financial stability of merchants. This article presents a comprehensive analysis of pre-arbitration dispute resolution procedures in the leading international payment systems—Visa and Mastercard. The study examines in detail the dispute lifecycle, the roles of key participants, and the regulatory framework of the process. A comparative analysis is conducted of the structural and philosophical differences in the approaches of Visa (Visa Claims Resolution system) and Mastercard (Mastercom platform), highlighting their impact on merchant strategy. Based on an examination of operational regulations and practical case studies, four fundamental principles of successful pre-arbitration resolution are formulated: proactive prevention and data integrity, procedural expertise and time discipline, strategic evidence management, and economic rationality. The article will be useful for practitioners, legal professionals, and managers responsible for risk management and revenue protection in the field of e-commerce.</jats:p>",0,https://doi.org/10.37547/tajmei/volume08issue04-01,Crossref,0,10.37547/tajmei/volume08issue04-01,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,"comparative analysis, framework",0.0
"COMPARATIVE ANALYSIS OF DIGITAL PAYMENT PLATFORMS AND E-COMMERCE GIANTS: A FIVE-YEAR PERFORMANCE AND STRATEGIC DEVELOPMENT STUDY OF VISA, MASTERCARD, AMAZON, AND EBAY",,0,https://doi.org/10.2139/ssrn.5050048,Crossref,0,10.2139/ssrn.5050048,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,comparative analysis,0.0
"Performance Insights of Leading Card Issuers: An Analysis of Accounting Practices, Financial Metrics, and Corporate Responsibility Amid Economic Disruption","<jats:p>This study provides a comparative analysis of the financial performance, operational efficiency, and sustainability practices of three leading payment card companies. The analysis spans the pre-COVID growth phase, the economic turmoil of 2020, and the recovery that followed in the post-pandemic period. The findings reveal that Visa and Mastercard, with their transaction-based, asset-light models, demonstrated superior resilience, financial stability, and adaptability. In contrast, American Express’s diversified, credit-exposed model resulted in higher operational costs and liquidity constraints during periods of market stress. This study emphasizes how agile strategies support stability, advancing research on financial agility and crisis management in the financial sector.</jats:p>",0,https://doi.org/10.33423/jaf.v25i2.7703,Crossref,0,10.33423/jaf.v25i2.7703,Redes_de_Cartoes,"American Express, Mastercard",Coringa_Comparativo,comparative analysis,0.0
"Desire at play: Tourism, credit cards and the American Express Money Card travel board game","<jats:p>This article analyses the American Express travel board game Money Card (1972) as it highlights the intertwinement between the rise of a distinctive form of tourism as a modern mass industry and the expansion of the capitalist market, the primacy of the dollar, and U.S. hegemony. In a period marked by a shift from paper money to credit cards and global credit markets, American Express was the most powerful and easily identifiable symbol of the new post-war international economic order dominated by U.S. economic and political power. Placing the American Express Money Card board game within the shift from the post-war economy of reconstruction to credit expansion and neoliberalism, brings to the forefront the ways in which the game presented tourism as a ritual in celebration of capitalism. As a form of armchair travel, the board game sold tourism as a re-enchantment of the world. The article explores how the board game framed the American Express Card as fetish object, portrayed Europe as up for sale, and created a desire for the services of American Express and consumerism more generally. It shows how players were trained to use credit cards, be good consumers, and participate in the economy of the tourist industry. By advancing a capitalist tourist dreamworld, Money Card shaped perceptions of travel to Europe and created a religious illusion, offering a re-enchantment of the world through tourism and credit cards.</jats:p>",2024,https://doi.org/10.1177/13591835241275876,Crossref,0,10.1177/13591835241275876,Redes_de_Cartoes,American Express,Coringa_Comparativo,,0.0
"Effects of social demographic attributes, knowledge about credit cards and perceived lifestyle outcomes on credit card usage","The aim of this paper is to identify and assess the effects of credit card users' demographic
and socioeconomic characteristics, knowledge about credit cards, and perceived lifestyle
outcomes of the credit card usage on credit card usage practices. A sample of 177
individuals in Sri Lanka who possess Visa, MasterCard or American Express credit cards
responded to the survey. The hypothesized relationships were examined by means of path analysis. The findings offer implications for research and practic",2016,https://core.ac.uk/works/40150163,CORE,0,10.1111/j.1470-6431.2010.00993.x,Redes_de_Cartoes,"American Express, Mastercard",Coringa_Comparativo,survey,0.0
Ross et al. v. American Express et al.&amp;nbsp;&lt;span&gt;The Story Behind the Spread of Class Action-Barring&amp;nbsp;&lt;/span&gt;&lt;span&gt;Arbitration Clauses in Credit Card Agreements&lt;/span&gt;,,0,https://doi.org/10.2139/ssrn.4884886,Crossref,0,10.2139/ssrn.4884886,Redes_de_Cartoes,American Express,Arquitetura_Core_e_Ledger,,0.0
METHODOLOGY OF DISPUTING NON-REFUNDABLE PAYMENTS IN INTERNATIONAL PAYMENT SYSTEMS (IPS) VISA AND MASTERCARD,,0,https://doi.org/10.32743/unisoc.2025.124.9.20813,Crossref,0,10.32743/unisoc.2025.124.9.20813,Redes_de_Cartoes,Mastercard,Mensageria_Validacao_Ordenacao,,0.0
Methodological Guide to Transaction Disputes in Visa and Mastercard Systems: Issuing Bank Practice (2023–2025),"<jats:p>This methodological guide examines the integrated architecture of transaction disputes in the Visa and Mastercard American ecosystems from the perspective of an issuing bank, against the backdrop of the rapid transformation of the global payments landscape. The study’s relevance is driven by the increasing volume of disputes, tightening regulatory requirements, the dynamic evolution of fraud schemes, and the need for issuers to transition from reactive procedures to proactive, data-driven management of dispute resolution processes. As American-based payment systems that together account for about 63.7% of global purchase transactions and roughly 86.9% of U.S. card purchase volume, Visa and Mastercard also concentrate the bulk of the industry’s dispute activity, with forecasts of approximately 40% growth in losses from invalid chargebacks between 2025-2030. At the same time, the payment card market size is estimated at US$1,500 billion and is projected to reach US$3,000 billion by 2030. At the same time, issuers and payment systems face an acute global shortage of highly qualified Visa and Mastercard dispute specialists, particularly in the United States, because this niche field requires a rare combination of advanced legal expertise and strong interpersonal and psychological skills for dealing with clients in situations of perceived or actual financial loss. The purpose of the guide is to develop a holistic methodological framework that systematizes the chargeback lifecycle, standardizes incident qualification approaches, improves the accuracy of evidentiary analysis, and minimizes financial losses arising from misclassification, missed deadlines, or failure to apply liability-shift mechanisms. The novelty of the work lies in integrating fragmented regulatory requirements for Visa Claims Resolution and Mastercom Collaboration into a single analytical construct, as well as in the detailed treatment of algorithmic models for evaluating evidence, including CE 3.0.</jats:p>",2025,https://doi.org/10.70315/uloap.ulmdi.2025.0202005,Crossref,0,10.70315/uloap.ulmdi.2025.0202005,Redes_de_Cartoes,Mastercard,Desempenho_Operacional,,0.0
Master Card and Visa Fraud Detection Using Random Forest Algorithm,"<jats:p>Extortion is a with determination ambiguous activity projected to give the criminal an illegal increase or to deny a right to a victim. Extortion take in the misleading depiction of realities, whether by deliberately keeping considerable data or giving fake proclamations to one more party for the particular reason for acquire something that might not have been given without the double dealing. Frequently, the offender of extortion knows about data that the expected victim isn't, permitting the perpetrator to delude the person in enquiry. On a primary level, the being or association committing misrepresentation is exploiting data irregularity; in particular, the asset cost of checking on and confirming that data can be adequately huge to make a deterrent to put capital into misrepresentation counteraction completely. we take the one of the extortion i.e Mastercard misrepresentation. Mastercard extortion is a inclusive terms for caricature committed utilizing an installment card, for example, a Visa or charge card. The reason might be to get labor and products or to make installment to another record, which is constrained by a crook. The Installment Card Industry Information Security Standard (PCI DSS) is the information security standard made to assist monetary establishments with handling card installments safely and diminish card extortion. For Mastercard misrepresentation recognition we are utilizing the machine inclining models of calculated relapse, arbitrary woodland, and choice trees are assessed for recognizing fake Visa exchanges. Irregular backwoods is the most appropriate model for anticipating fake exchanges. Adjusting a dataset guarantees that the model doesn't incline toward the larger part class exclusively.</jats:p>",0,https://doi.org/10.38124/ijisrt/ijisrt24mar1580,Crossref,0,10.38124/ijisrt/ijisrt24mar1580,Redes_de_Cartoes,Mastercard,Desempenho_Operacional,,0.0
Automatically Identifying Parameter Constraints in Complex Web APIs: A Case Study at Adyen,"Web APIs may have constraints on parameters, such that not all parameters are either always required or always optional. Moreover, the presence or value of one parameter could cause another parameter to be required, or parameters could have restrictions on what kinds of values are valid. Having a clear overview of the constraints helps API consumers to integrate without the need for additional support and with fewer integration faults. We made use of existing documentation and code analysis approaches for identifying parameter constraints in complex web APIs. In this paper, we report our case study of several APIs at Adyen, a large-scale payment company that offers complex Web APIs to its customers. Our results show that the documentation- and code-based approach can identify 23% and 53% of the constraints respectively and, when combined, 68% of them. We also reflect on the current challenges that these approaches face. In particular, the absence of information that explicitly describes the constraints in the documentation (in the documentation analysis), and the engineering of a sound static code analyser that is sensitive to data-flow, maintains longer parameter references throughout the API's code, and that is able to symbolically execute the several libraries and frameworks used by the API (in the static analysis).",2021,http://arxiv.org/abs/2102.00871v1,ArXiv,0,,Adquirentes_e_Processadoras_Globais,Adyen,Coringa_Comparativo,framework,0.0
Contextual Bandits in Payment Processing: Non-uniform Exploration and Supervised Learning,"Uniform random exploration in decision-making systems supports off-policy learning via supervision but incurs high regret, making it impractical for many applications. Conversely, non-uniform exploration offers better immediate performance but lacks support for off-policy learning. Recent research suggests that regression oracles can bridge this gap by combining non-uniform exploration with supervised learning. In this paper, we analyze these approaches within a real-world industrial context at Adyen, a large global payments processor characterized by batch logged delayed feedback, short-term memory, and dynamic action spaces under the Empirical Risk Minimization (ERM) framework. Our analysis reveals that while regression oracles significantly improve performance, they introduce challenges due to rigid algorithmic assumptions. Specifically, we observe that as a policy improves, subsequent generations may perform worse due to shifts in the reward distribution and increased class imbalance in the training data. This degradation occurs de spite improvements in other aspects of the training data, leading to decreased performance in successive policy iterations. We further explore the long-term impact of regression oracles, identifying a potential ""oscillation effect."" This effect arises when regression oracles influence probability estimates and the realizability of subsequent policy models, leading to fluctuations in performance across iterations. Our findings highlight the need for more adaptable algorithms that can leverage the benefits of regression oracles without introducing instability in policy performance over time.",2024,http://arxiv.org/abs/2412.00569v2,ArXiv,0,,Adquirentes_e_Processadoras_Globais,Adyen,Coringa_Comparativo,framework,0.0
Alleviating LLM-based Generative Retrieval Hallucination in Alipay Search,"Generative retrieval (GR) has revolutionized document retrieval with the advent of large language models (LLMs), and LLM-based GR is gradually being adopted by the industry. Despite its remarkable advantages and potential, LLM-based GR suffers from hallucination and generates documents that are irrelevant to the query in some instances, severely challenging its credibility in practical applications. We thereby propose an optimized GR framework designed to alleviate retrieval hallucination, which integrates knowledge distillation reasoning in model training and incorporate decision agent to further improve retrieval precision. Specifically, we employ LLMs to assess and reason GR retrieved query-document (q-d) pairs, and then distill the reasoning data as transferred knowledge to the GR model. Moreover, we utilize a decision agent as post-processing to extend the GR retrieved documents through retrieval model and select the most relevant ones from multi perspectives as the final generative retrieval result. Extensive offline experiments on real-world datasets and online A/B tests on Fund Search and Insurance Search in Alipay demonstrate our framework's superiority and effectiveness in improving search quality and conversion gains.",2025,http://arxiv.org/abs/2503.21098v3,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Security of Electronic Payment Systems: A Comprehensive Survey,"This comprehensive survey deliberated over the security of electronic payment systems. In our research, we focused on either dominant systems or new attempts and innovations to improve the level of security of the electronic payment systems. This survey consists of the Card-present (CP) transactions and a review of its dominant system i.e. EMV including several researches at Cambridge university to designate variant types of attacks against this standard which demonstrates lack of a secure ""offline"" authentication method that is one of the main purpose of using the smart cards instead of magnetic stripe cards which are not able to participate in authentication process, the evaluation of the EMV migration from RSA cryptosystem to ECC based cryptosystem 3. The evaluation of the Card-not-present transactions approaches including 3D Secure, 3D SET, SET/EMV and EMV/CAP, the impact of concept of Tokenization and the role of Blind Signatures schemes in electronic cash and E-payment systems, use of quantum key distribution (QKD) in electronic payment systems to achieve unconditional security rather than only computational assurance of the security level by using traditional cryptography, the evaluation of Near Field Communication (NFC) and the contactless payment systems such as Google wallet, Android Pay and Apple Pay, the assessment of the electronic currency and peer to peer payment systems such as Bitcoin. The criterion of our survey for the measurement and the judgment about the quality of the security in electronic payment systems was this quote: ""The security of a system is only as strong as its weakest link""",2017,http://arxiv.org/abs/1701.04556v1,ArXiv,0,,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,survey,0.0
Lookahead: An Inference Acceleration Framework for Large Language Model with Lossless Generation Accuracy,"As Large Language Models (LLMs) have made significant advancements across various tasks, such as question answering, translation, text summarization, and dialogue systems, the need for accuracy in information becomes crucial, especially for serious financial products serving billions of users like Alipay. However, for a real-world product serving millions of users, the inference speed of LLMs becomes a critical factor compared to a mere experimental model.
  Hence, this paper presents a generic framework for accelerating the inference process, resulting in a substantial increase in speed and cost reduction for our LLM-based scenarios, with lossless generation accuracy. In the traditional inference process, each token is generated sequentially by the LLM, leading to a time consumption proportional to the number of generated tokens. To enhance this process, our framework, named \textit{lookahead}, introduces a \textit{multi-branch} strategy. Instead of generating a single token at a time, we propose a Trie-based retrieval and verification mechanism to be able to accept several tokens at a forward step. Our strategy offers two distinct advantages: (1) it guarantees absolute correctness of the output, avoiding any approximation algorithms, and (2) the worst-case performance of our approach is equivalent to the conventional process. We conduct extensive experiments to demonstrate the significant improvements achieved by applying our inference acceleration framework. Our framework is widely deployed in Alipay since April 2023, and obtain remarkable 2.66x to 6.26x speedup. Our code is available at https://github.com/alipay/PainlessInferenceAcceleration.",2023,http://arxiv.org/abs/2312.12728v3,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
CASE: An Agentic AI Framework for Enhancing Scam Intelligence in Digital Payments,"The proliferation of digital payment platforms has transformed commerce, offering unmatched convenience and accessibility globally. However, this growth has also attracted malicious actors, leading to a corresponding increase in sophisticated social engineering scams. These scams are often initiated and orchestrated on multiple surfaces outside the payment platform, making user and transaction-based signals insufficient for a complete understanding of the scam's methodology and underlying patterns, without which it is very difficult to prevent it in a timely manner. This paper presents CASE (Conversational Agent for Scam Elucidation), a novel Agentic AI framework that addresses this problem by collecting and managing user scam feedback in a safe and scalable manner. A conversational agent is uniquely designed to proactively interview potential victims to elicit intelligence in the form of a detailed conversation. The conversation transcripts are then consumed by another AI system that extracts information and converts it into structured data for downstream usage in automated and manual enforcement mechanisms. Using Google's Gemini family of LLMs, we implemented this framework on Google Pay (GPay) India. By augmenting our existing features with this new intelligence, we have observed a 21% uplift in the volume of scam enforcements. The architecture and its robust evaluation framework are highly generalizable, offering a blueprint for building similar AI-driven systems to collect and manage scam intelligence in other sensitive domains.",2025,http://arxiv.org/abs/2508.19932v2,ArXiv,0,,Carteiras_Digitais,Google Pay,Coringa_Comparativo,"architecture, framework",0.0
DCMT: A Direct Entire-Space Causal Multi-Task Framework for Post-Click Conversion Estimation,"In recommendation scenarios, there are two long-standing challenges, i.e., selection bias and data sparsity, which lead to a significant drop in prediction accuracy for both Click-Through Rate (CTR) and post-click Conversion Rate (CVR) tasks. To cope with these issues, existing works emphasize on leveraging Multi-Task Learning (MTL) frameworks (Category 1) or causal debiasing frameworks (Category 2) to incorporate more auxiliary data in the entire exposure/inference space D or debias the selection bias in the click/training space O. However, these two kinds of solutions cannot effectively address the not-missing-at-random problem and debias the selection bias in O to fit the inference in D. To fill the research gaps, we propose a Direct entire-space Causal Multi-Task framework, namely DCMT, for post-click conversion prediction in this paper. Specifically, inspired by users' decision process of conversion, we propose a new counterfactual mechanism to debias the selection bias in D, which can predict the factual CVR and the counterfactual CVR under the soft constraint of a counterfactual prior knowledge. Extensive experiments demonstrate that our DCMT can improve the state-of-the-art methods by an average of 1.07% in terms of CVR AUC on the five offline datasets and 0.75% in terms of PV-CVR on the online A/B test (the Alipay Search). Such improvements can increase millions of conversions per week in real industrial applications, e.g., the Alipay Search.",2023,http://arxiv.org/abs/2302.06141v1,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
OptScaler: A Collaborative Framework for Robust Autoscaling in the Cloud,"Autoscaling is a critical mechanism in cloud computing, enabling the autonomous adjustment of computing resources in response to dynamic workloads. This is particularly valuable for co-located, long-running applications with diverse workload patterns. The primary objective of autoscaling is to regulate resource utilization at a desired level, effectively balancing the need for resource optimization with the fulfillment of Service Level Objectives (SLOs). Many existing proactive autoscaling frameworks may encounter prediction deviations arising from the frequent fluctuations of cloud workloads. Reactive frameworks, on the other hand, rely on realtime system feedback, but their hysteretic nature could lead to violations of stringent SLOs. Hybrid frameworks, while prevalent, often feature independently functioning proactive and reactive modules, potentially leading to incompatibility and undermining the overall decision-making efficacy. In addressing these challenges, we propose OptScaler, a collaborative autoscaling framework that integrates proactive and reactive modules through an optimization module. The proactive module delivers reliable future workload predictions to the optimization module, while the reactive module offers a self-tuning estimator for real-time updates. By embedding a Model Predictive Control (MPC) mechanism and chance constraints into the optimization module, we further enhance its robustness. Numerical results have demonstrated the superiority of our workload prediction model and the collaborative framework, leading to over a 36% reduction in SLO violations compared to prevalent reactive, proactive, or hybrid autoscalers. Notably, OptScaler has been successfully deployed at Alipay, providing autoscaling support for the world-leading payment platform.",2023,http://arxiv.org/abs/2311.12864v2,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Preferences and Attitudes towards Debt Collection: A Cross-Generational Investigation,"Preliminary research indicated that an increasing number of young adults end up in debt collection. Yet, debt collection agencies (DCAs) are still lacking knowledge on how to approach these consumers. A large-scale mixed-methods survey of consumers in Germany (N = 996) was conducted to investigate preference shifts from traditional to digital payment, and communication channels; and attitude shifts towards financial institutions. Our results show that, indeed, younger consumers are more likely to prefer digital payment methods (e.g., Paypal, Apple Pay), while older consumers are more likely to prefer traditional payment methods such as manual transfer. In the case of communication channels, we found that older consumers were more likely to prefer letters than younger consumers. Additional factors that had an influence on payment and communication preferences include gender, income and living in an urban area. Finally, we observed attitude shifts of younger consumers by exhibiting more openness when talking about their debt than older consumers. In summary, our findings show that consumers' preferences are influenced by individual differences, specifically age, and we discuss how DCAs can leverage these insights to optimize their processes.",2023,http://arxiv.org/abs/2303.05380v1,ArXiv,0,,Carteiras_Digitais,"Paypal, Apple Pay",Coringa_Comparativo,survey,0.0
Put Teacher in Student's Shoes: Cross-Distillation for Ultra-compact Model Compression Framework,"In the era of mobile computing, deploying efficient Natural Language Processing (NLP) models in resource-restricted edge settings presents significant challenges, particularly in environments requiring strict privacy compliance, real-time responsiveness, and diverse multi-tasking capabilities. These challenges create a fundamental need for ultra-compact models that maintain strong performance across various NLP tasks while adhering to stringent memory constraints. To this end, we introduce Edge ultra-lIte BERT framework (EI-BERT) with a novel cross-distillation method. EI-BERT efficiently compresses models through a comprehensive pipeline including hard token pruning, cross-distillation and parameter quantization. Specifically, the cross-distillation method uniquely positions the teacher model to understand the student model's perspective, ensuring efficient knowledge transfer through parameter integration and the mutual interplay between models. Through extensive experiments, we achieve a remarkably compact BERT-based model of only 1.91 MB - the smallest to date for Natural Language Understanding (NLU) tasks. This ultra-compact model has been successfully deployed across multiple scenarios within the Alipay ecosystem, demonstrating significant improvements in real-world applications. For example, it has been integrated into Alipay's live Edge Recommendation system since January 2024, currently serving the app's recommendation traffic across \textbf{8.4 million daily active devices}.",2025,http://arxiv.org/abs/2507.04636v1,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
AntDT: A Self-Adaptive Distributed Training Framework for Leader and Straggler Nodes,"Many distributed training techniques like Parameter Server and AllReduce have been proposed to take advantage of the increasingly large data and rich features. However, stragglers frequently occur in distributed training due to resource contention and hardware heterogeneity, which significantly hampers the training efficiency. Previous works only address part of the stragglers and could not adaptively solve various stragglers in practice. Additionally, it is challenging to use a systematic framework to address all stragglers because different stragglers require diverse data allocation and fault-tolerance mechanisms. Therefore, this paper proposes a unified distributed training framework called AntDT (Ant Distributed Training Framework) to adaptively solve the straggler problems. Firstly, the framework consists of four components, including the Stateful Dynamic Data Sharding service, Monitor, Controller, and Agent. These components work collaboratively to efficiently distribute workloads and provide a range of pre-defined straggler mitigation methods with fault tolerance, thereby hiding messy details of data allocation and fault handling. Secondly, the framework provides a high degree of flexibility, allowing for the customization of straggler mitigation solutions based on the specific circumstances of the cluster. Leveraging this flexibility, we introduce two straggler mitigation solutions, namely AntDT-ND for non-dedicated clusters and AntDT-DD for dedicated clusters, as practical examples to resolve various types of stragglers at Ant Group. Justified by our comprehensive experiments and industrial deployment statistics, AntDT outperforms other SOTA methods more than 3x in terms of training efficiency. Additionally, in Alipay's homepage recommendation scenario, using AntDT reduces the training duration of the ranking model from 27.8 hours to just 5.4 hours.",2024,http://arxiv.org/abs/2404.09679v1,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Adapted tree boosting for Transfer Learning,"Secure online transaction is an essential task for e-commerce platforms. Alipay, one of the world's leading cashless payment platform, provides the payment service to both merchants and individual customers. The fraud detection models are built to protect the customers, but stronger demands are raised by the new scenes, which are lacking in training data and labels. The proposed model makes a difference by utilizing the data under similar old scenes and the data under a new scene is treated as the target domain to be promoted. Inspired by this real case in Alipay, we view the problem as a transfer learning problem and design a set of revise strategies to transfer the source domain models to the target domain under the framework of gradient boosting tree models. This work provides an option for the cold-starting and data-sharing problems.",2020,http://arxiv.org/abs/2002.11982v2,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Empowering Data Mesh with Federated Learning,"The evolution of data architecture has seen the rise of data lakes, aiming to solve the bottlenecks of data management and promote intelligent decision-making. However, this centralized architecture is limited by the proliferation of data sources and the growing demand for timely analysis and processing. A new data paradigm, Data Mesh, is proposed to overcome these challenges. Data Mesh treats domains as a first-class concern by distributing the data ownership from the central team to each data domain, while keeping the federated governance to monitor domains and their data products. Many multi-million dollar organizations like Paypal, Netflix, and Zalando have already transformed their data analysis pipelines based on this new architecture. In this decentralized architecture where data is locally preserved by each domain team, traditional centralized machine learning is incapable of conducting effective analysis across multiple domains, especially for security-sensitive organizations. To this end, we introduce a pioneering approach that incorporates Federated Learning into Data Mesh. To the best of our knowledge, this is the first open-source applied work that represents a critical advancement toward the integration of federated learning methods into the Data Mesh paradigm, underscoring the promising prospects for privacy-preserving and decentralized data analysis strategies within Data Mesh architecture.",2024,http://arxiv.org/abs/2403.17878v2,ArXiv,0,,Carteiras_Digitais,Paypal,Coringa_Comparativo,architecture,0.0
Categorizing Items with Short and Noisy Descriptions using Ensembled Transferred Embeddings,"Item categorization is a machine learning task which aims at classifying e-commerce items, typically represented by textual attributes, to their most suitable category from a predefined set of categories. An accurate item categorization system is essential for improving both the user experience and the operational processes of the company. In this work, we focus on item categorization settings in which the textual attributes representing items are noisy and short, and labels (i.e., accurate classification of items into categories) are not available. In order to cope with such settings, we propose a novel learning framework, Ensembled Transferred Embeddings (ETE), which relies on two key ideas: 1) labeling a relatively small sample of the target dataset, in a semi-automatic process, and 2) leveraging other datasets from related domains or related tasks that are large-scale and labeled, to extract ""transferable embeddings"". Evaluation of ETE on a large-scale real-world dataset provided to us by PayPal, shows that it significantly outperforms traditional as well as state-of-the-art item categorization methods.",2021,http://arxiv.org/abs/2110.11431v1,ArXiv,0,,Carteiras_Digitais,Paypal,Coringa_Comparativo,framework,0.0
Boosting LLM-based Relevance Modeling with Distribution-Aware Robust Learning,"With the rapid advancement of pre-trained large language models (LLMs), recent endeavors have leveraged the capabilities of LLMs in relevance modeling, resulting in enhanced performance. This is usually done through the process of fine-tuning LLMs on specifically annotated datasets to determine the relevance between queries and items. However, there are two limitations when LLMs are naively employed for relevance modeling through fine-tuning and inference. First, it is not inherently efficient for performing nuanced tasks beyond simple yes or no answers, such as assessing search relevance. It may therefore tend to be overconfident and struggle to distinguish fine-grained degrees of relevance (e.g., strong relevance, weak relevance, irrelevance) used in search engines. Second, it exhibits significant performance degradation when confronted with data distribution shift in real-world scenarios. In this paper, we propose a novel Distribution-Aware Robust Learning framework (DaRL) for relevance modeling in Alipay Search. Specifically, we design an effective loss function to enhance the discriminability of LLM-based relevance modeling across various fine-grained degrees of query-item relevance. To improve the generalizability of LLM-based relevance modeling, we first propose the Distribution-Aware Sample Augmentation (DASA) module. This module utilizes out-of-distribution (OOD) detection techniques to actively select appropriate samples that are not well covered by the original training set for model fine-tuning. Furthermore, we adopt a multi-stage fine-tuning strategy to simultaneously improve in-distribution (ID) and OOD performance, bridging the performance gap between them. DaRL has been deployed online to serve the Alipay's insurance product search...",2024,http://arxiv.org/abs/2412.12504v1,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
How Do Decoder-Only LLMs Perceive Users? Rethinking Attention Masking for User Representation Learning,"Decoder-only large language models are increasingly used as behavioral encoders for user representation learning, yet the impact of attention masking on the quality of user embeddings remains underexplored. In this work, we conduct a systematic study of causal, hybrid, and bidirectional attention masks within a unified contrastive learning framework trained on large-scale real-world Alipay data that integrates long-horizon heterogeneous user behaviors. To improve training dynamics when transitioning from causal to bidirectional attention, we propose Gradient-Guided Soft Masking, a gradient-based pre-warmup applied before a linear scheduler that gradually opens future attention during optimization. Evaluated on 9 industrial user cognition benchmarks covering prediction, preference, and marketing sensitivity tasks, our approach consistently yields more stable training and higher-quality bidirectional representations compared with causal, hybrid, and scheduler-only baselines, while remaining compatible with decoder pretraining. Overall, our findings highlight the importance of masking design and training transition in adapting decoder-only LLMs for effective user representation learning. Our code is available at https://github.com/JhCircle/Deepfind-GGSM.",2026,http://arxiv.org/abs/2602.10622v1,ArXiv,0,,Carteiras_Digitais,Alipay,Coringa_Comparativo,framework,0.0
Fair Distribution of Digital Payments: Balancing Transaction Flows for Regulatory Compliance,"The concentration of digital payment transactions in just two UPI apps like PhonePe and Google Pay has raised concerns of duopoly in India s digital financial ecosystem. To address this, the National Payments Corporation of India (NPCI) has mandated that no single UPI app should exceed 30 percent of total transaction volume. Enforcing this cap, however, poses a significant computational challenge: how to redistribute user transactions across apps without causing widespread user inconvenience while maintaining capacity limits? In this paper, we formalize this problem as the Minimum Edge Activation Flow (MEAF) problem on a bipartite network of users and apps, where activating an edge corresponds to a new app installation. The objective is to ensure a feasible flow respecting app capacities while minimizing additional activations. We further prove that Minimum Edge Activation Flow is NP-Complete. To address the computational challenge, we propose scalable heuristics, named Decoupled Two-Stage Allocation Strategy (DTAS), that exploit flow structure and capacity reuse. Experiments on large semi-synthetic transaction network data show that DTAS finds solutions close to the optimal ILP within seconds, offering a fast and practical way to enforce transaction caps fairly and efficiently.",2025,http://arxiv.org/abs/2601.02369v2,ArXiv,0,,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
