Título,Resumo,Ano,Link,DOI,Cat_Ancora,Ancoras_Identificadas,Score_Elite,Fonte
Trust and involvement of Cameroonian software developers in open-source projects,,2024,https://doi.org/10.1016/j.dsm.2024.04.005,10.1016/j.dsm.2024.04.005,Redes_de_Cartoes,Elo,0.0,Crossref
Integrating Observability with DevOps Practices in Financial Services Technologies: A Study on Enhancing Software Development and Operational Resilience,,2024,https://doi.org/10.14569/ijacsa.2024.0150701,10.14569/ijacsa.2024.0150701,Redes_de_Cartoes,Elo,0.0,Crossref
"Trust as development infrastructure: Digital public services, mobile money, and competency-based education in Kenya's social resilience model","<jats:p>Kenya is often discussed through separate development stories: M-Pesa, eCitizen, curriculum reform, debt, youth employment, and democratic contestation. This article argues that the more significant Kenyan lesson is cross-sectoral. It reads Kenya as a case where trust is produced, weakened, repaired, and tested through everyday institutional systems. This study is guided by the institutional theory of generalized trust, supported by social resilience theory and inclusive innovation theory. Using a structured integrative review of peer-reviewed studies, government documents, sector statistics, survey evidence, and development reports, the paper examines how digital public services, mobile money, and competency-based education operate as trust infrastructure. The analysis is anchored in Kenyan evidence on mobile-money scale, eCitizen's role as a government digital payment gateway, public-trust survey data, CBC implementation studies, and World Bank assessments of fiscal and labor-market pressure. Findings show that resilience is not created by technology alone. It emerges when citizens repeatedly encounter systems that clear payments, process services, provide records, support risk sharing, and promise usable capability formation. The evidence also cautions against celebratory exceptionalism. Cyber risk, opaque fees, platform dependence, uneven digital access, CBC implementation gaps, and declining confidence in several public institutions can turn infrastructure into frustration. The article, therefore, proposes a trust-as-infrastructure lens for African development research: innovation becomes developmentally serious only when it is accessible, reliable, accountable, and capable of institutional learning.</jats:p>",2026,https://doi.org/10.51867/ajernet.7.2.101,10.51867/ajernet.7.2.101,Redes_de_Cartoes,Elo,0.0,Crossref
Next-Gen Secure Cloud-Native Platforms For Financial Institutions: A Microservices And Zero Trust-Based Resilience Model,"<jats:p>The financial services sector is facing unprecedented challenges as digital transformation combines with emerging cyber threats in a cloud-native environment. Traditional perimeter-based security models prove inadequate to protect distributed microservices architectures spanning multiple cloud providers and hybrid infrastructures. This article examines the integration of Zero Trust security principles with DevSecOps methodologies to establish flexible cloud-native platforms designed specifically for financial institutions. Exploration includes microservices decomposition patterns, container orchestration strategies, identity-centric security frameworks, and automated security testing across the entire software development lifecycle. Zero Trust architecture eliminates trust beliefs through continuous verification, micro-graduation, and dynamic policy enforcement, while DevSecOps embeds safety control directly into continuous integration and perineogen pipelines. Container security mechanisms address weaknesses in image construction, registry management, and runtime execution stages, complemented by comprehensive CI/CD pipeline conservation strategies. The convergence of these technologies and functionality enables financial institutions to obtain a rapid deployment velocity by maintaining strict security measures required by regulatory structure and customer trust obligations. Financial organizations adopting these integrated approaches demonstrate significant improvements in violations, incident control, and operational flexibility compared to heritage security architecture.</jats:p>",2025,https://doi.org/10.63278/jicrcr.vi.3355,10.63278/jicrcr.vi.3355,Redes_de_Cartoes,Elo,1.5,Crossref
A resilience-driven two-stage operational chain optimization model for unmanned weapon system-of-systems under limited resource environments,"<jats:p>Enhancing the battlefield resilience of unmanned weapon system-of-systems (UWSoS) through structural reconstruction requires scheduling additional physical resources. However, they are scarce in limited resource environments. To address the challenge of resource constraints, this paper focuses on improving the resilience of UWSoS by optimizing the operational chain of tasks after a disruption. First, a task-oriented resilience metric is proposed to characterize the impact of operational chain variations on UWSoS resilience. Based on this, a two-stage operational chain optimization model for UWSoS under limited resource environments is established, which considers the optimization actions of the edge node and rear command node in different resilience phases after the interruption for resilience enhancement. Finally, extensive simulation experiments validate the effectiveness and superiority of the proposed model. This work can support decision-makers in developing new task plans in disruption scenarios and serve as a transition approach to enhance UWSoS resilience.</jats:p>",2024,https://doi.org/10.17531/ein/188198,10.17531/ein/188198,Redes_de_Cartoes,Elo,0.0,Crossref
Enhancing the distribution power system resilience against hurricane events using a bayesian network line outage prediction model,"<jats:title>Abstract</jats:title>
                  <jats:p>Enhancing the grid resilience against hurricane events proactively requires a pre‐disaster system optimization built on accurate system network line outage prediction. In the past, the statistical system level failure predictive model such as generalized linear model (GLM), generalized additive model (GAM), system tree‐based mining model (classification regression tree (CART), Bayesian additive regression model (BART), and the topology‐based system components’ fragility curve (FC)‐Monte Carlo simulation (MCS) model have been used to estimate the hurricane‐induced damage on the grid system. Although these models are suitable for a long term infrastructural planning, increased prediction approximation error with high computational time limit their applications as a components level predictive model that can be used for a short‐term proactive operational planning. To solve these problems, a dynamic bayesian network (BN) model is proposed. The investigation is performed on a standard IEEE 15‐bus system using hurricane events data. The proposed BN's system line outage prediction accuracy and efficiency are validated using the statistical system grid components’ FC‐MCS‐scenario reduction (SCENRED) predictive model. Therefore, creating a platform to develop a cost‐effective pre‐disaster system optimization for system network resilience enhancement against the predicted approaching hurricane events.</jats:p>",2021,https://doi.org/10.1049/tje2.12091,10.1049/tje2.12091,Redes_de_Cartoes,Elo,0.0,Crossref
Investigating the Influence of Credit Risk on Financial Performance of Conventional Commercial Banks in Bangladesh,"<jats:p>In Bangladesh, the banking sector is an essential part of the economy, driving long-term growth and productivity. Its advancement is essential to maintaining economic stability. Effective credit risk management is becoming increasingly important in preventing crises, promoting equitable economic development, and increasing profitability.  The main objective of this study is to explore the impact of credit risk indicators and internal bank factors on financial performance indicators of the conventional commercial banks in Bangladesh. To achieve this objective, this study compiledthe required data from the sample banks' audited annual reports over the ten-year period. The study employed regression analysis to assess the collected data. Simple regression analysis revealed both significant and insignificant relationships between various dependent and independent variables. Multiple regression analysis results indicate that, while RAR, LDR, CAR, BA, and BS (measured by total assets) have no effect on financial performance as evaluated by NPR, LER, and NPLR, LER and NPLR have a statistically significant impact. Furthermore, ROA, a measure of financial performance, is affected by LER, BS, and NPLR, but not by RAR, LDR, CAR, or BA. In addition, when it came to financial performance as evaluated by ROE, BS, and NPLR, these metrics showed an influence on attitudes, whereas RAR, LDR, LER, CAR, and BA showed no such influence. Finally, as a measure of financial performance, earnings per share are statistically significantly affected by LDR, LER, CAR, BA, and BS, whereas RAR and NPLR had no significant effect. It is recommended that the banking sector regularly review its credit risk control policies to minimize loan defaults. Effective credit management policies should be implemented to ensure financial stability by adopting prudent lending rules, encouraging responsible borrowing, and reducing the risks and losses associated with borrower defaults, as the banking sector is essential to economic strength and sustainability.</jats:p>",2026,https://doi.org/10.18034/ajtp.v13i1.758,10.18034/ajtp.v13i1.758,Redes_de_Cartoes,Elo,0.0,Crossref
Case report: evaluation of an open-source synthetic data platform for simulation studies,"<jats:title>Abstract</jats:title>
               <jats:p>Simulation is a mainstay of comparative- and cost-effectiveness research when empirical data are not available. The Synthea platform, originally designed for generating realistically coded longitudinal health records for software testing, implements data generation models specified in publicly contributed modules representing patients’ life cycle and disease and treatment progression. We test the hypothesis that Synthea can be used for simulation studies that draw parameters from observational studies and randomized trials. We benchmarked the results and assessed the effort required to create a Synthea module that replicates a recently published cost-effectiveness simulation comparing levofloxacin prophylaxis to usual care for leukemia. A module was iteratively developed using published parameters from the original study; we replicated the initial conditions and simulation endpoints of demographics, health events, costs, and mortality. We compare Synthea’s Generic Module Framework to platforms designed for simulation and show that Synthea can be used, with modifications, for some types of simulation studies.</jats:p>",2022,https://doi.org/10.1093/jamiaopen/ooac067,10.1093/jamiaopen/ooac067,Redes_de_Cartoes,Elo,0.0,Crossref
Predictive Maintenance in Industry 4.0 for the SMEs: A Decision Support System Case Study Using Open-Source Software,"<jats:p>Predictive maintenance is one of the most important topics within the Industry 4.0 paradigm. We present a prototype decision support system (DSS) that collects and processes data from many sensors and uses machine learning and artificial intelligence algorithms to report deviations from the optimal process in a timely manner and correct them to the correct parameters directly or indirectly through operator intervention or self-correction. We propose to develop the DSS using open-source R packages because using open-source software such as R for predictive maintenance is beneficial for small and medium enterprises (SMEs) as it provides an affordable, adaptable, flexible, and tunable solution. We validate the DSS through a case study to show its application to SMEs that need to maintain industrial equipment in real time by leveraging IoT technologies and predictive maintenance of industrial cooling systems. The dataset used was simulated based on the information on the indicators measured as well as their ranges collected by in-depth interviews. The results show that the software provides predictions and actionable insights using collaborative filtering. Feedback is collected from SMEs in the manufacturing sector as potential system users. Positive feedback emphasized the advantages of employing open-source predictive maintenance tools, such as R, for SMEs, including cost savings, increased accuracy, community assistance, and program customization. However, SMEs have overwhelmingly voiced comments and concerns regarding the use of open-source R in their infrastructure development and daily operations.</jats:p>",2023,https://doi.org/10.3390/designs7040098,10.3390/designs7040098,Redes_de_Cartoes,Elo,0.0,Crossref
GIANI – open-source software for automated analysis of 3D microscopy images,"<jats:title>ABSTRACT</jats:title>
                  <jats:p>The study of cellular and developmental processes in physiologically relevant three-dimensional (3D) systems facilitates an understanding of mechanisms underlying cell fate, disease and injury. While cutting-edge microscopy technologies permit the routine acquisition of 3D datasets, there is currently a limited number of open-source software packages to analyse such images. Here, we describe General Image Analysis of Nuclei-based Images (GIANI; https://djpbarry.github.io/Giani), new software for the analysis of 3D images. The design primarily facilitates segmentation of nuclei and cells, followed by quantification of morphology and protein expression. GIANI enables routine and reproducible batch-processing of large numbers of images, and comes with scripting and command line tools. We demonstrate the utility of GIANI by quantifying cell morphology and protein expression in confocal images of mouse early embryos and by segmenting nuclei from light-sheet microscopy images of the flour beetle embryo. We also validate the performance of the software using simulated data. More generally, we anticipate that GIANI will be a useful tool for researchers in a variety of biomedical fields.</jats:p>",2022,https://doi.org/10.1242/jcs.259511,10.1242/jcs.259511,Redes_de_Cartoes,Elo,0.0,Crossref
OSSAPTestingPlus: A Blockchain-Based Collaborative Framework for Enhancing Trust and Integrity in Distributed Agile Testing of Archaeological Photogrammetry Open-Source Software,"<jats:p>(1) Background: A blockchain-based framework for distributed agile Open-Source Software for Archaeological Photogrammetry (OSSAP) testing life cycle is an innovative approach that uses blockchain technology to optimize the Open-Source Software for Archaeological Photogrammetry process. Previously, various methods have been employed to address communication and collaboration challenges in Open-Source Software for Archaeological Photogrammetry, but they were inadequate in aspects such as trust, traceability, and security. Additionally, a significant cause of project failure was the non-completion of unit testing by developers, leading to delayed testing. (2) Methods: This article discusses the integration of blockchain technology in Open-Source Software for Archaeological Photogrammetry and resolves critical concerns related to transparency, trust, coordination, testing and communication. A novel approach is proposed based on a blockchain framework named Open-Source Software for Archaeological Photogrammetry Testing-Plus. (3) Results: The Open-Source Software for Archaeological Photogrammetry Testing-Plus framework utilizes blockchain technology to provide a secure and transparent platform for acceptance testing and payment verification. Moreover, by leveraging smart contracts on a private Ethereum blockchain, Open-Source Software for Archaeological Photogrammetry Testing-Plus ensures that both the testing team and the development team are working towards a common goal and are compensated fairly for their contributions. (4) Conclusions: The experimental results conclusively show that this innovative approach substantially improves transparency, trust, coordination, testing and communication and provides security for both the testing team and the development team engaged in the distributed agile Open-Source Software for Archaeological Photogrammetry (Open-Source Software for Archaeological Photogrammetry) testing life cycle.</jats:p>",2025,https://doi.org/10.3390/info16110992,10.3390/info16110992,Redes_de_Cartoes,Elo,0.0,Crossref
How does Public Financial Management (PFM) influence health system efficiency: A scoping review,"<ns3:p>Background Effective Public Financial Management (PFM) approaches are imperative in the quest for efficiency in health service delivery. Reviews conducted in this area have assessed the impact of PFM approaches on health system efficiency but have left out the mechanisms through which PFM influences efficiency. This scoping review aims to synthesize evidence on the mechanisms by which PFM influences health system efficiency. Methods We searched databases of PubMed and Google Scholar and websites of the World Health Organization (WHO), World Bank and Overseas Development Institute (ODI) for peer-reviewed and grey literature articles that provided data on the relationship between PFM and health system efficiency. Three reviewers screened the articles for eligibility with the inclusion criteria. Data on PFM and health system efficiency was charted and summarized. We then reported the mechanisms by which PFM influence efficiency. Results PFM processes and structures influence health system efficiency by influencing; the alignment of resources to health system needs, the cost of inputs, the motivation of health workers, and the input mix. Conclusion The entire budget process influences health system efficiency. However, most of the findings are drawn from studies that focused on aspects of the budget process. Studies that look at PFM in totality will help explore other cross-cutting issues within sections of the budget cycle; they will also bring out the relationship between the different phases of the budget cycle.</ns3:p>",2024,https://doi.org/10.12688/wellcomeopenres.22533.1,10.12688/wellcomeopenres.22533.1,Redes_de_Cartoes,Elo,0.0,Crossref
"Trust, but Verify: Evaluating Developer Behavior in Mitigating Security Vulnerabilities in Open-Source Software Projects","<jats:p>This study investigates vulnerabilities in dependencies of sampled open-source software (OSS) projects, the relationship between these and overall project security, and how developers’ behaviors and practices influence their mitigation. Through analysis of OSS projects, we have identified common issues in outdated or unmaintained dependencies, including pointer dereferences and array bounds violations, that pose significant security risks. We have also examined developer responses to formal verifier reports, noting a tendency to dismiss potential issues as false positives, which can lead to overlooked vulnerabilities. Our results suggest that reducing the number of direct dependencies and prioritizing well-established libraries with strong security records are effective strategies for enhancing the software security landscape. Notably, four vulnerabilities were fixed as a result of this study, demonstrating the effectiveness of our mitigation strategies.</jats:p>",2024,https://doi.org/10.5753/sbseg.2024.241765,10.5753/sbseg.2024.241765,Redes_de_Cartoes,Elo,0.0,Crossref
"Banking regulations, financial system stability and trust in the ECB: a structural equation model","<jats:p>Government interventions has long been a question of great interest in a wide range of fields. Scholars have been debating the scope and degree of intervention in the banking sphere that considers government capabilities. This study set out to provide some empirical evidence on the intertwined relationship between government interventions carried out through banking regulations and trust in the European Central Bank (ECB), taking into account the mediating role of financial system stability. A combination of quantitative approaches was used in the data analysis. The confirmatory factor analysis in STATISTICA was applied for hypothesis development, followed by the structural equation modeling (SEM) based on the statistical package SEPATH used for research hypothesis testing.   This study aims to contribute to this growing area of research by exploring that financial system stability mediates the path between banking regulation and trust in central banking.   It was found that stricter government regulatory and supervisory interventions in the banking sphere are changing the imprudent financial institutions’ behavior, however, negatively accomplishing financial development financial markets and institutions. Meanwhile, both financial system stability and banking regulations contribute to trust in the ECB. The research findings add to the growing body of research that indicates that stricter government regulatory and supervisory interventions in the banking sphere drive trust violations in central banking upon the causal chain by virtue of financial development financial markets and institutions deterioration.</jats:p>",2021,https://doi.org/10.21003/ea.v192-12,10.21003/ea.v192-12,Redes_de_Cartoes,Elo,0.0,Crossref
The Impact Of Digital Trust On Customer Satisfaction And Loyalty (The Case Of Digitalization In Container Shipping Services In Indonesia),"<jats:p>The COVID-19 pandemic has driven digital transformation in many industries. Digitalization is also developing and affecting non-technology industries, including the cargo shipping industry with containers using ships in Indonesia which is experiencing digitalization changes in its services and operations. Indonesian container shipping companies have prepared strategies to maintain long-term relationships by increasing customer satisfaction and loyalty through digitalization. The purpose of this study was to determine how the effect of digital trust compared to service quality on customer satisfaction and loyalty. Qualitative data collection was conducted across 152 freight forwarding companies with respondents working in operations, customer service, sales, and marketing departments. The hypothesis is tested using a structural equation model (SEM). The research found that digital trust has no direct relationship with customer loyalty; But when mediated by customer satisfaction, digital trust affects customer loyalty. Service quality remains a determinant of customer satisfaction and loyalty. This research presents the influence of customer loyalty not only through traditional service quality but also digital trust in the modern era, which is still relatively new in the container shipping industry in Indonesia.</jats:p>",2023,https://doi.org/10.58811/opsearch.v2i12.87,10.58811/opsearch.v2i12.87,Redes_de_Cartoes,Elo,0.0,Crossref
"Factors Influencing User Adoption of Mobile Payment System: An Integrated Model of Perceived Usefulness, Ease of Use, Financial Literacy, and Trust","<jats:p>In the digital age, mobile payment systems have revolutionized financial transactions by offering convenience, efficiency, and security. This study aims to explore the factors influencing the adoption of the mobile payment system in Indonesia, focusing on perceived usefulness (PU), perceived ease of use (PEU), financial literacy (FL), and perceived trust (PT). Data was collected from 400 respondents using an online survey and analyzed using SmartPLS 3 software. The results indicate that PU and PEU significantly impact users' intention to use (BI) the mobile payment system, with path coefficients of 0.928 (t-value = 28.570) and 0.955 (t-value = 154.251) respectively. PEU also positively influences PU (β = 0.955, p &lt; 0.001). FL was found to affect PT significantly (β = 0.222, p = 0.006), which in turn influences BI (β = 0.068, p = 0.059), although the direct effect of PT on BI was marginally non-significant. The R^2 values for BI, PT, and PU were 0.977, 0.814, and 0.912 respectively, indicating a high explanatory power of the model. This study extends the Technology Acceptance Model (TAM) by integrating FL and PT, providing a comprehensive understanding of the factors driving mobile payment adoption. The findings offer valuable insights for developers, service providers, and policymakers to enhance user experience, build trust, and improve FL, ultimately promoting higher adoption rates of mobile payment systems. Future research should consider a more diverse population and explore additional factors such as social influence and facilitating conditions to validate and extend these findings further.</jats:p>",2025,https://doi.org/10.47738/jdmdc.v2i2.31,10.47738/jdmdc.v2i2.31,Redes_de_Cartoes,Elo,0.0,Crossref
Strengthening vaccination delivery system resilience in the context of protracted humanitarian crisis: a realist-informed systematic review,"<jats:title>Abstract</jats:title>
                  <jats:sec>
                    <jats:title>Background</jats:title>
                    <jats:p>Childhood vaccination is among the most effective public health interventions available for the prevention of communicable disease, but coverage in many humanitarian settings is sub-optimal. This systematic review critically evaluated peer-review and grey literature evidence on the effectiveness of system-level interventions for improving vaccination coverage in protracted crises, focusing on how they work, and for whom, to better inform preparedness and response for future crises.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Methods</jats:title>
                    <jats:p>Realist-informed systematic review of peer-reviewed and grey literature. Keyword-structured searches were performed in MEDLINE, EMBASE and Global Health, CINAHL, the Cochrane Collaboration and WHOLIS, and grey literature searches performed through the websites of UNICEF, the Global Polio Eradication Initiative (GPEI) and Technical Network for Strengthening Immunization Services. Results were independently double-screened for inclusion on title and abstract, and full text. Data were extracted using a pre-developed template, capturing information on the operating contexts in which interventions were implemented, intervention mechanisms, and vaccination-related outcomes. Study quality was assessed using the MMAT tool. Findings were narratively synthesised.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results</jats:title>
                    <jats:p>
                      50 studies were included, most describing interventions applied in conflict or near-post conflict settings in sub-Saharan Africa, and complex humanitarian emergencies. Vaccination campaigns were the most commonly addressed adaptive mechanism (
                      <jats:italic>n</jats:italic>
                       = 17). Almost all campaigns operated using multi-modal approaches combining service delivery through multiple pathways (fixed and roving), health worker recruitment and training and community engagement to address both vaccination supply and demand. Creation of collaterals through service integration showed generally positive evidence of impact on routine vaccination uptake by bringing services closer to target populations and leveraging trust that had already been built with communities. Robust community engagement emerged as a key unifying mechanism for outcome improvement across almost all of the intervention classes, in building awareness and trust among crisis-affected populations. Some potentially transformative mechanisms for strengthening resilience in vaccination delivery were identified, but evidence for these remains limited.
                    </jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusion</jats:title>
                    <jats:p>A number of interventions to support adaptations to routine immunisation delivery in the face of protracted crisis are identifiable, as are key unifying mechanisms (multi-level community engagement) apparently irrespective of context, but evidence remains piecemeal. Adapting these approaches for local system resilience-building remains a key challenge.</jats:p>
                  </jats:sec>",2022,https://doi.org/10.1186/s12913-022-08653-4,10.1186/s12913-022-08653-4,Redes_de_Cartoes,Elo,0.0,Crossref
A trust-building model for financial advisory services in Nigeria’s investment sector,"<jats:p>The financial advisory sector in Nigeria, while pivotal for guiding investors and enhancing market efficiency, faces significant challenges related to trust. This paper presents a comprehensive trust-building model aimed at addressing the trust deficit within Nigeria’s investment sector. The model proposes a multifaceted approach to enhance trust through improved transparency, accountability, regulatory reforms, and client education. Trust is a crucial element in financial advisory services, influencing investor confidence and market stability. In Nigeria, historical issues such as regulatory inconsistencies, information asymmetry, and instances of financial misconduct have eroded trust between advisors and clients. The proposed trust-building model emphasizes four key areas: enhancing transparency and accountability, implementing regulatory reforms, improving financial literacy among investors, and leveraging technology. Transparency can be achieved through open disclosure of fees, commissions, and potential conflicts of interest, alongside standardized reporting mechanisms. Regulatory reforms are essential for strengthening oversight and enforcing ethical standards. Improving financial literacy involves educating clients about investment options and risks, empowering them to make informed decisions. Technology plays a critical role by offering real-time updates and personalized advice through fintech platforms and AI-driven tools. Case studies from both developed and developing markets highlight successful trust-building strategies, providing valuable insights for the Nigerian context. For instance, countries with robust regulatory frameworks and advanced technological integration offer practical examples of how transparency and accountability can be effectively implemented. Nigerian case studies demonstrate instances where trust-building initiatives have led to increased investor confidence and market stability. Despite the promising aspects of the model, challenges such as institutional resistance, economic instability, and entrenched industry practices may hinder implementation. Overcoming these barriers requires a collaborative effort from regulators, financial advisors, and investors. The model's anticipated impact includes greater investor confidence, market growth, and a more stable investment environment. By addressing the core issues affecting trust and fostering a culture of transparency and accountability, the proposed model aims to transform Nigeria’s financial advisory sector, ultimately contributing to its long-term development and stability.
Keywords: Trust-Building, Financial Advisory, Nigeria, Investment Sector</jats:p>",2024,https://doi.org/10.51594/ijarss.v6i9.1591,10.51594/ijarss.v6i9.1591,Redes_de_Cartoes,Elo,0.0,Crossref
Alpha-synuclein overexpression does not cause vocalization deficits in a mouse model of parkinsonism,"<jats:title>ABSTRACT</jats:title>
               <jats:p>Voice deficits are common in Parkinson's disease (PD) and significantly impact quality of life by increasing stress, social isolation, and caregiver burden. However, despite this impact, there are currently no treatments that target the underlying pathophysiology of PD in the vocalization system. The goal of this study was to examine the effect of one possible underlying mechanism responsible for the complex voice deficits that exist in PD; overexpression of the protein alpha-synuclein. Results show that overexpression of alpha-synuclein, prior to the development of alpha-synuclein aggregate pathology, does not result in significant vocalization deficits. A small but statistically significant increase in the total number of complex vocalizations was found in mice overexpressing alpha-synuclein compared to wild-type mice, but there were no differences in complexity ratio or any of the other specific vocalization parameters tested. Results provide a critical foundational understanding of the impact of overexpression versus aggregation of alpha-synuclein on voice deficits in PD. Future work will focus on manipulation of alpha-synuclein aggregate pathology, and not overexpression alone, to reduce or eliminate the burden of PD specific voice disorders.</jats:p>",2025,https://doi.org/10.1242/bio.062120,10.1242/bio.062120,Redes_de_Cartoes,Elo,0.0,Crossref
TRUST: an large language model-based dialogue system for trauma understanding and structured assessments,"<jats:title>Abstract</jats:title>
                  <jats:sec>
                    <jats:title>Objectives</jats:title>
                    <jats:p>While large language models (LLMs) have been widely used to assist clinicians and support patients, no existing work has explored dialogue systems for standard diagnostic interviews and assessments. This study aims to bridge the gap in mental healthcare accessibility by developing an LLM-powered dialogue system that replicates clinician behavior.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Materials and Methods</jats:title>
                    <jats:p>We introduce TRUST, a framework of cooperative LLM modules capable of conducting formal diagnostic interviews and assessments for post-traumatic stress disorder (PTSD) following the Clinician-Administered PTSD Scale for DSM-5 (CAPS-5). To guide the generation of appropriate clinical responses, we propose a Dialogue Acts schema specifically designed for clinical interviews. Additionally, we develop a patient simulation approach based on real-life interview transcripts to replace time-consuming and costly manual testing by clinicians.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results</jats:title>
                    <jats:p>A comprehensive set of evaluation metrics is designed to assess the dialogue system from both the agent and patient simulation perspectives. Expert evaluations by conversation and clinical specialists show that TRUST performs comparably to real-life clinical interviews.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Discussion</jats:title>
                    <jats:p>Our system performs with clinical quality approaching that of human clinicians, with room for future enhancements in communication styles and response appropriateness.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusions</jats:title>
                    <jats:p>Our TRUST framework shows its potential to facilitate mental healthcare availability.</jats:p>
                  </jats:sec>",2026,https://doi.org/10.1093/jamia/ocag050,10.1093/jamia/ocag050,Redes_de_Cartoes,Elo,0.0,Crossref
A Model for Total Cost Determination in Open-Source Software Ownership: Case of Kenyan Universities’ Learning Management System,"<jats:p>The adoption of open-source products is slowly increasing; the increase, however, is slower than expected, considering that most open-source products are freely available. Researchers and scholars have attributed the adoption levels to, among other things, a lack of know-how of the total cost of ownership of the open-source software. Thus, it is crucial for the cost of owning the software to be developed. While an ongoing endeavor to develop a model to determine the total cost of ownership of open-source software, the models have proved to be less accurate and do not capture essential elements. Moreover, there has been a rising call for organizations to adopt open-source software to lower the software costs incurred on proprietary software. If the cost of owning open-source software were known, it would be beneficial as several organizations and institutions could adopt it readily. The data was collected from Universities in Kiambu and Embu Counties. Linear regression analysis was done to help develop the model, and a mathematical model was developed. The proposed model was: total cost of open-source software ownership = direct + +indirect + hidden costs. To validate the model, it was subjected to expert validation. The model will be an outstanding contribution to information technology as it will make it possible to come up with the total cost of owning open-source software.</jats:p>",2024,https://doi.org/10.5539/cis.v17n1p18,10.5539/cis.v17n1p18,Redes_de_Cartoes,Elo,0.0,Crossref
COMUNICAÇÃO ALGORÍTMICA E CONFIANÇA INSTITUCIONAL: UM MODELO IAT–EAAT APLICADO AO CASO DA JUSTIÇA BRASILEIRA,"<jats:p>A expansão da Inteligência Artificial Generativa (IAG) tem remodelado as dinâmicas da comunicação institucional, especialmente no âmbito do sistema de justiça, onde a credibilidade pública constitui elemento estruturante da legitimidade democrática. Este artigo apresenta uma proposta metodológica para investigar a confiança institucional em contextos de comunicação algorítmica, com ênfase no Ministério Público enquanto ator central na produção simbólica e comunicacional do Estado. A pesquisa articula o uso combinado do Teste de Associação Implícita (IAT) e do Teste de Atribuição Explícita de Atributos (EAAT) para mensurar julgamentos conscientes e inconscientes de confiança associados a imagens geradas por Inteligência Artificial e a imagens reais de profissionais do sistema de justiça. Fundamentado no modelo integrativo de confiança de Mayer, Davis e Schoorman, o estudo identifica discrepâncias relevantes entre atitudes explícitas e associações implícitas, evidenciando que, embora haja certa aceitação racional de conteúdos produzidos por IAG, persistem vieses automáticos favoráveis a representações visuais autênticas. Os resultados indicam que o uso de imagens artificiais em estratégias de comunicação institucional pode produzir efeitos distintos nos níveis consciente e inconsciente de avaliação da confiança, o que impõe desafios éticos, comunicacionais e regulatórios. O modelo metodológico IAT–EAAT apresenta-se, assim, como ferramenta promissora para a análise empírica da credibilidade institucional em ambientes digitais marcados pela mediação algorítmica.</jats:p>",2026,https://doi.org/10.51891/rease.v12i4.25721,10.51891/rease.v12i4.25721,Redes_de_Cartoes,Elo,0.0,Crossref
"Open-source, Python-based, hardware and software for controlling behavioural neuroscience experiments","<jats:p>Laboratory behavioural tasks are an essential research tool. As questions asked of behaviour and brain activity become more sophisticated, the ability to specify and run richly structured tasks becomes more important. An increasing focus on reproducibility also necessitates accurate communication of task logic to other researchers. To these ends, we developed pyControl, a system of open-source hardware and software for controlling behavioural experiments comprising a simple yet flexible Python-based syntax for specifying tasks as extended state machines, hardware modules for building behavioural setups, and a graphical user interface designed for efficiently running high-throughput experiments on many setups in parallel, all with extensive online documentation. These tools make it quicker, easier, and cheaper to implement rich behavioural tasks at scale. As important, pyControl facilitates communication and reproducibility of behavioural experiments through a highly readable task definition syntax and self-documenting features. Here, we outline the system’s design and rationale, present validation experiments characterising system performance, and demonstrate example applications in freely moving and head-fixed mouse behaviour.</jats:p>",2022,https://doi.org/10.7554/elife.67846,10.7554/elife.67846,Redes_de_Cartoes,Elo,1.5,Crossref
Cycling on the Freeway: The perilous state of open-source neuroscience software,"<jats:title>Abstract</jats:title>
               <jats:p>Most scientists need software to perform their research (Barker et al., 2020; Carver et al., 2022; Hettrick, 2014; Hettrick et al., 2014; Switters &amp; Osimo, 2019), and neuroscientists are no exception. Whether we work with reaction times, electrophysiological signals, or magnetic resonance imaging data, we rely on software to acquire, analyze, and statistically evaluate the raw data we obtain—or to generate such data if we work with simulations. In recent years, there has been a shift toward relying on free, open-source scientific software (FOSSS) for neuroscience data analysis (Poldrack et al., 2019), in line with the broader open science movement in academia (McKiernan et al., 2016) and wider industry trends (Eghbal, 2016). Importantly, FOSSS is typically developed by working scientists (not professional software developers), which sets up a precarious situation given the nature of the typical academic workplace wherein academics, especially in their early careers, are on short- and fixed-term contracts. In this paper, we argue that the existing ecosystem of neuroscientific open-source software is brittle, and discuss why and how the neuroscience community needs to come together to ensure a healthy software ecosystem to the benefit of all.</jats:p>",2025,https://doi.org/10.1162/imag_a_00554,10.1162/imag_a_00554,Redes_de_Cartoes,Elo,0.0,Crossref
